SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalLatePayments,IncomePerDependent
0,0.153977,56,0,0.491635,4996.5,6,0,1,5,1.0,5,2498.25
0,0.452561,59,0,2.764231,877.0,7,0,0,0,0.0,0,877.0
0,0.251374,34,2,2.207024,4996.5,7,0,0,0,0.0,2,4996.5
1,0.14052,46,0,1.186001,2506.0,6,0,1,0,0.0,0,2506.0
1,0.046644,43,0,10.0,2574.0,6,0,1,0,1.0,0,1287.0
0,0.545759,45,0,1.722416,4996.5,4,0,0,0,0.0,0,4996.5
0,0.283626,65,0,0.353636,4996.5,7,0,0,2,0.0,2,4996.5
0,0.274707,61,0,0.885653,4781.0,10,0,2,0,0.0,0,4781.0
0,0.358005,51,2,0.758244,4601.0,9,0,1,0,0.0,2,4601.0
0,1.0,44,0,0.276783,4996.5,13,0,2,0,1.0,0,2498.25
0,0.200012,33,0,0.642458,4996.5,11,0,0,0,2.0,0,1665.5
0,0.154213,71,0,0.732614,2237.0,6,0,1,0,0.0,0,2237.0
0,0.165062,60,2,1.993036,4996.5,8,0,0,0,1.0,2,2498.25
0,0.195294,42,0,2.826151,3778.0,8,0,2,0,0.0,0,3778.0
0,0.08935,62,0,0.133745,4506.0,4,0,2,0,0.0,0,4506.0
0,0.437373,51,0,1.028864,15790.0,10,0,0,0,1.0,0,7895.0
0,0.552991,47,1,0.831623,6096.0,9,0,0,0,0.0,1,6096.0
0,0.436559,58,0,2.473185,4996.5,3,0,2,0,0.0,0,4996.5
0,0.181692,41,0,0.299049,6121.0,6,0,2,0,1.0,0,3060.5
0,0.41632,47,0,0.424991,5914.0,7,0,0,0,1.0,0,2957.0
0,0.333289,53,0,0.839005,6296.0,12,0,1,0,1.0,0,3148.0
0,0.23318,45,0,0.875121,1047.0,8,0,2,0,0.0,0,1047.0
0,0.352577,61,0,1.430918,4024.0,8,0,3,0,1.0,0,2012.0
0,0.4258,78,0,2.252899,12454.0,8,0,2,0,0.0,0,12454.0
0,0.538237,41,0,0.469103,50000.0,9,0,0,0,1.0,0,25000.0
0,0.393261,28,0,0.207067,1875.0,10,0,2,0,0.0,0,1875.0
0,0.219487,23,0,0.195413,4996.5,10,0,0,0,0.0,0,4996.5
0,0.050721,49,0,3.204463,3112.0,8,0,1,0,1.0,0,1556.0
0,0.407022,42,0,0.186178,25288.0,9,0,1,0,2.0,0,8429.33
0,0.4332,54,0,2.011455,1663.0,9,0,1,0,1.0,0,831.5
1,0.175694,53,5,0.049291,8102.0,10,0,1,0,3.0,5,2025.5
1,0.240924,29,0,1.285625,4996.5,4,0,1,0,0.0,0,4996.5
0,0.441812,26,0,0.532261,3809.0,14,0,1,0,0.0,0,3809.0
0,0.094375,56,1,1.577281,4781.0,7,0,1,0,0.0,1,4781.0
0,0.345139,53,5,0.45834,11565.0,9,0,0,0,1.0,5,5782.5
0,0.123869,46,0,0.529986,2076.0,7,0,1,0,1.0,0,1038.0
0,0.28514,28,1,0.776661,4996.5,7,0,0,3,1.0,4,2498.25
0,0.193242,58,0,0.157147,4989.0,6,0,0,0,1.0,0,2494.5
0,0.271897,69,0,0.721152,6113.0,10,0,3,0,1.0,0,3056.5
0,0.275785,55,0,0.654834,10579.0,2,0,0,0,2.0,0,3526.33
0,0.499289,40,0,4.470344,1761.0,8,0,0,0,0.0,0,1761.0
0,0.067594,52,0,1.767687,9400.0,14,0,1,0,0.0,0,9400.0
0,0.551864,32,0,1.585536,3117.0,4,0,1,0,0.0,0,3117.0
0,0.320686,66,1,0.807385,4996.5,6,0,1,0,0.0,1,4996.5
0,0.588906,53,5,1.646985,6423.0,9,0,0,0,1.0,5,3211.5
0,0.259566,27,0,0.089641,4156.0,7,0,0,0,0.0,0,4156.0
0,0.109194,47,0,1.808241,3065.0,10,0,0,0,0.0,0,3065.0
0,0.27224,58,0,0.230681,4996.5,2,0,1,0,2.0,0,1665.5
0,0.443907,47,0,0.13213,13477.0,12,0,0,0,0.0,0,13477.0
0,0.065651,48,0,0.528216,3209.0,8,0,1,0,0.0,0,3209.0
0,0.179686,34,0,1.202826,1985.0,7,0,0,0,3.0,0,496.25
0,0.031266,59,0,10.0,8564.0,8,0,3,0,0.0,0,8564.0
0,0.547083,42,0,0.053471,4996.5,6,0,1,0,1.0,0,2498.25
0,0.345353,21,0,0.299966,1729.0,9,0,0,0,1.0,0,864.5
0,0.205319,46,0,0.71053,2100.0,7,0,0,0,2.0,0,700.0
0,0.138644,65,0,0.30725,3525.0,8,0,4,0,2.0,0,1175.0
0,0.275629,46,0,10.0,1687.0,8,0,4,1,0.0,1,1687.0
0,0.402002,76,0,1.137372,1042.0,9,0,0,0,0.0,0,1042.0
0,0.449961,58,0,0.481059,1981.0,14,0,1,0,0.0,0,1981.0
1,0.328838,56,0,0.136193,8217.0,7,0,5,0,2.0,0,2739.0
0,1.0,50,0,0.293828,1777.0,12,0,1,0,0.0,0,1777.0
0,0.28721,51,0,1.459405,3743.0,5,0,0,0,0.0,0,3743.0
0,0.299561,48,0,0.297669,23326.0,9,1,0,0,0.0,1,23326.0
0,0.35332,47,4,1.389546,4725.0,2,0,0,0,0.0,4,4725.0
0,0.316671,59,0,1.163922,6464.0,8,0,1,0,1.0,0,3232.0
0,0.297213,38,0,0.935901,2305.0,9,0,0,0,0.0,0,2305.0
0,0.217217,36,0,1.217201,27744.0,5,0,2,0,0.0,0,27744.0
0,0.659296,36,5,1.529141,3187.0,3,0,0,0,1.0,5,1593.5
0,0.410575,80,0,0.545269,4094.0,11,0,1,0,0.0,0,4094.0
0,0.390496,59,0,0.454141,14096.0,10,0,0,0,1.0,0,7048.0
0,0.295076,56,0,0.526762,4249.0,10,0,1,0,0.0,0,4249.0
0,0.225852,37,0,0.112593,5106.0,10,0,1,0,1.0,0,2553.0
0,0.210471,60,0,2.704322,3923.0,11,0,2,0,1.0,0,1961.5
0,0.584086,50,0,0.095463,3944.0,6,0,0,0,0.0,0,3944.0
0,0.290602,54,0,0.064667,6610.0,7,0,0,0,0.0,0,6610.0
0,0.2558,38,0,5.095624,4996.5,9,0,1,0,2.0,0,1665.5
0,0.304077,54,0,2.057066,2937.0,10,0,0,0,0.0,0,2937.0
0,0.166541,46,0,0.520133,4996.5,6,0,1,0,0.0,0,4996.5
0,0.405272,41,0,3.676729,4996.5,11,0,1,0,0.0,0,4996.5
0,0.180835,62,0,0.340284,1601.0,5,0,2,0,1.0,0,800.5
0,0.135069,30,0,2.231575,1376.0,11,0,3,0,1.0,0,688.0
0,0.304565,59,0,0.423013,6233.0,8,0,0,0,0.0,0,6233.0
0,0.129852,61,0,1.171303,4996.5,13,0,0,0,1.0,0,2498.25
0,0.256457,39,0,0.643827,4996.5,4,0,0,0,2.0,0,1665.5
0,0.554364,40,0,0.092021,730.0,12,0,0,0,1.0,0,365.0
0,0.361365,48,0,0.274641,4039.0,9,0,0,0,3.0,0,1009.75
0,0.577355,55,2,0.384568,2035.0,9,0,2,0,2.0,2,678.33
0,0.122437,49,0,0.832391,5513.0,6,0,0,0,0.0,0,5513.0
0,0.266098,58,0,0.626013,3518.0,7,0,1,0,1.0,0,1759.0
0,0.793964,76,0,0.076482,4996.5,7,0,1,0,1.0,0,2498.25
0,0.234244,44,0,0.226038,4840.0,5,0,3,0,0.0,0,4840.0
0,0.211301,27,0,2.795988,4996.5,5,0,0,0,2.0,0,1665.5
0,0.137935,63,0,0.425776,4996.5,14,0,2,5,1.0,5,2498.25
0,0.505974,75,0,0.11474,4937.0,3,0,1,0,1.0,0,2468.5
0,0.142232,57,0,2.072508,4996.5,7,0,3,0,1.0,0,2498.25
0,0.18501,36,1,0.472648,4996.5,9,0,1,0,0.0,1,4996.5
1,0.255779,50,1,1.793343,1437.0,5,0,0,0,1.0,1,718.5
0,0.471949,36,0,0.262959,5140.0,8,0,1,0,1.0,0,2570.0
0,0.301416,60,0,0.22673,1598.0,7,0,1,0,2.0,0,532.67
0,0.314082,33,0,0.208896,4996.5,4,0,2,0,1.0,0,2498.25
0,0.342233,47,0,0.704496,3442.0,8,0,0,0,0.0,0,3442.0
0,0.410905,37,0,6.967859,4996.5,8,0,2,0,1.0,0,2498.25
0,0.138727,53,0,0.365576,2433.0,13,0,2,0,0.0,0,2433.0
0,0.406292,46,0,0.771957,2798.0,12,0,2,0,0.0,0,2798.0
0,0.324666,54,0,7.188235,4969.0,10,0,1,0,0.0,0,4969.0
0,0.746102,52,0,0.64413,2762.0,7,0,0,0,0.0,0,2762.0
0,0.570951,38,0,0.166004,5200.0,6,0,0,0,0.0,0,5200.0
0,0.325644,60,0,0.55483,3625.0,8,0,2,0,0.0,0,3625.0
0,0.190862,51,0,0.817658,5620.0,6,0,0,0,1.0,0,2810.0
0,0.271175,38,0,0.175053,9922.0,10,0,1,0,0.0,0,9922.0
0,0.305558,83,0,0.357967,9618.0,8,0,0,0,1.0,0,4809.0
0,0.263664,58,0,0.233048,13774.0,7,0,1,5,1.0,5,6887.0
0,0.183962,49,0,7.359577,9609.0,9,0,0,0,0.0,0,9609.0
0,1.0,71,0,0.12577,5948.0,11,3,1,0,0.0,3,5948.0
0,0.484308,77,0,0.288984,3474.0,15,0,3,0,1.0,0,1737.0
0,0.1177,49,0,0.096684,3603.0,8,0,2,1,0.0,1,3603.0
0,0.413324,56,1,0.240364,2435.0,5,0,2,0,0.0,1,2435.0
0,0.197104,38,0,0.447701,4932.0,7,0,2,0,1.0,0,2466.0
0,0.415484,49,0,1.285925,8586.0,8,0,1,0,1.0,0,4293.0
0,0.067568,49,0,1.555445,4996.5,9,1,0,0,0.0,1,4996.5
0,0.198355,54,0,0.336914,4770.0,3,0,2,0,2.0,0,1590.0
1,0.107807,56,5,0.974001,2858.0,9,0,0,0,1.0,5,1429.0
0,0.197479,59,0,0.051036,5810.0,7,1,1,0,1.0,1,2905.0
0,0.715521,55,0,0.783376,3166.0,10,0,0,0,2.0,0,1055.33
0,0.514298,35,0,0.314911,4996.5,8,0,0,0,1.0,0,2498.25
0,0.389243,38,2,0.482531,2852.0,6,0,2,0,0.0,2,2852.0
0,0.096191,44,5,2.219434,7351.0,7,0,1,0,0.0,5,7351.0
0,0.571193,48,2,0.433627,4548.0,17,0,0,0,0.0,2,4548.0
0,0.316876,66,0,1.351047,3488.0,2,0,1,0,0.0,0,3488.0
0,0.314408,35,0,0.061424,6057.0,9,0,0,1,0.0,1,6057.0
0,0.614211,46,0,0.733383,3527.0,7,0,0,0,1.0,0,1763.5
0,0.343049,65,4,4.545357,12103.0,10,0,1,0,2.0,4,4034.33
0,0.470224,47,5,0.378691,2255.0,12,0,1,5,1.0,10,1127.5
0,0.064419,58,0,0.163797,4231.0,8,0,0,0,0.0,0,4231.0
0,0.148081,50,0,1.511072,1597.0,8,0,0,1,0.0,1,1597.0
0,0.12724,55,0,1.409732,4996.5,5,0,0,0,0.0,0,4996.5
0,0.108583,48,0,1.114933,1282.0,10,0,1,0,2.0,0,427.33
0,0.12305,61,0,0.052974,8928.0,11,0,1,0,1.0,0,4464.0
0,0.243615,30,1,0.27333,9074.0,13,0,1,0,1.0,1,4537.0
0,0.327277,46,0,0.237435,9203.0,6,0,0,0,1.0,0,4601.5
0,0.144241,56,0,0.478907,5029.0,12,0,0,0,1.0,0,2514.5
0,0.350901,59,0,0.156963,2431.0,8,0,0,1,1.0,1,1215.5
0,0.48024,72,0,1.288248,2590.0,6,0,2,5,0.0,5,2590.0
0,0.231043,46,0,0.938774,16716.0,9,0,1,0,1.0,0,8358.0
0,0.124707,72,0,7.15764,15499.0,11,0,0,0,0.0,0,15499.0
0,1.0,42,0,1.253147,4996.5,4,0,2,0,1.0,0,2498.25
0,0.053735,70,0,0.223581,3253.0,7,0,1,0,0.0,0,3253.0
1,0.359263,63,2,0.277742,14689.0,8,0,0,2,1.0,4,7344.5
0,0.283909,39,0,2.486664,2819.0,3,0,1,0,0.0,0,2819.0
0,0.124432,56,0,0.049888,4996.5,4,0,1,0,0.0,0,4996.5
0,0.354375,51,0,0.14521,4996.5,9,0,2,0,2.0,0,1665.5
0,1.0,60,0,1.129439,2517.0,8,0,0,0,3.0,0,629.25
0,0.214713,48,0,1.434462,9541.0,7,0,1,0,1.0,0,4770.5
0,0.329192,47,1,0.553234,4996.5,2,0,1,0,0.0,1,4996.5
0,0.091651,71,0,0.408866,4761.0,7,0,1,0,3.0,0,1190.25
0,0.34639,50,0,0.328082,2219.0,7,0,2,0,1.0,0,1109.5
0,0.240456,63,5,0.259898,2753.0,11,0,0,0,0.0,5,2753.0
0,0.758706,48,0,0.467685,6195.0,8,0,1,0,3.0,0,1548.75
0,0.161511,75,2,5.475162,1573.0,6,0,0,0,0.0,2,1573.0
1,0.220132,42,0,0.032961,5456.0,9,0,0,0,1.0,0,2728.0
0,0.29191,43,0,0.183735,4996.5,7,0,0,0,0.0,0,4996.5
0,0.550783,73,0,4.761126,10809.0,11,0,1,0,0.0,0,10809.0
0,0.034979,45,0,1.915077,1605.0,5,0,1,0,1.0,0,802.5
0,0.282561,74,0,0.117772,14086.0,3,0,0,0,2.0,0,4695.33
0,1.0,64,0,0.478142,19077.0,5,0,1,0,1.0,0,9538.5
0,0.472709,49,0,1.560288,6823.0,15,0,1,0,2.0,0,2274.33
0,0.185622,26,0,2.104147,2142.0,12,0,1,0,0.0,0,2142.0
0,0.087657,51,1,0.186342,3780.0,3,0,0,0,0.0,1,3780.0
0,0.093666,53,1,0.259026,4731.0,11,0,0,0,0.0,1,4731.0
0,0.21694,68,0,0.18136,6101.0,6,0,0,0,1.0,0,3050.5
0,0.080883,74,0,0.44415,4996.5,8,0,1,2,0.0,2,4996.5
0,0.123223,42,0,1.051079,6154.0,6,0,1,0,0.0,0,6154.0
0,0.147521,63,0,2.735505,4570.0,6,0,0,0,0.0,0,4570.0
0,0.389456,62,0,0.11444,4996.5,3,0,1,2,1.0,2,2498.25
0,0.460815,67,0,2.041759,4996.5,8,0,2,0,0.0,0,4996.5
0,0.302507,58,0,0.754941,3749.0,7,0,1,0,0.0,0,3749.0
0,0.431456,24,0,0.453807,3100.0,6,0,1,0,0.0,0,3100.0
0,1.0,49,0,10.0,22783.0,6,0,1,0,0.0,0,22783.0
0,0.115776,35,0,4.658511,15853.0,8,0,1,0,1.0,0,7926.5
0,0.57757,49,0,0.068421,7663.0,6,0,0,5,0.0,5,7663.0
0,0.270587,65,0,4.796525,14189.0,6,0,1,0,0.0,0,14189.0
0,0.433913,56,0,0.617318,4996.5,11,0,0,0,1.0,0,2498.25
0,0.313094,68,1,0.120742,5681.0,6,0,1,0,0.0,1,5681.0
0,0.267053,56,0,2.725064,1473.0,8,0,2,0,0.0,0,1473.0
0,0.229466,33,0,2.894939,3984.0,8,0,1,0,0.0,0,3984.0
0,0.604367,21,0,0.667699,3759.0,13,0,1,0,0.0,0,3759.0
0,0.461315,54,0,1.03513,1985.0,7,0,1,0,3.0,0,496.25
0,0.047575,49,2,0.709584,4996.5,7,0,1,0,1.0,2,2498.25
0,0.253185,38,1,0.540712,4996.5,6,0,1,0,0.0,1,4996.5
0,0.427466,28,0,4.347562,6371.0,11,0,1,0,2.0,0,2123.67
0,0.162298,41,0,0.447282,4996.5,7,0,0,0,2.0,0,1665.5
0,0.236337,49,1,3.057094,2706.0,10,0,3,0,0.0,1,2706.0
0,0.250477,61,0,1.188558,12443.0,7,0,4,0,1.0,0,6221.5
0,0.111698,54,0,0.13703,2435.0,3,0,2,0,1.0,0,1217.5
0,0.21045,74,0,0.509083,5634.0,3,0,0,0,0.0,0,5634.0
0,0.39961,37,5,0.574729,4222.0,6,0,0,0,0.0,5,4222.0
0,0.628524,64,0,0.314242,4996.5,9,0,1,0,0.0,0,4996.5
0,0.295356,52,0,0.344809,2477.0,3,0,0,5,1.0,5,1238.5
0,0.365054,61,0,1.344062,4996.5,12,0,1,0,1.0,0,2498.25
0,0.056949,45,0,1.70725,5625.0,7,0,0,0,3.0,0,1406.25
0,0.147913,67,1,1.296673,4996.5,5,0,1,0,1.0,1,2498.25
0,0.174988,56,0,0.741073,4996.5,6,0,0,0,0.0,0,4996.5
0,0.409183,42,0,0.382427,4996.5,9,0,1,0,0.0,0,4996.5
0,0.764604,51,0,0.390317,28379.0,10,0,0,0,0.0,0,28379.0
0,0.815483,48,0,0.821625,38140.0,9,0,1,0,0.0,0,38140.0
0,0.302429,58,0,1.41245,2947.0,7,0,2,1,0.0,1,2947.0
0,0.125942,35,0,4.311882,4996.5,7,0,1,0,1.0,0,2498.25
0,0.192264,51,0,0.971366,7914.0,9,0,2,0,0.0,0,7914.0
0,0.521089,57,0,1.382731,4996.5,15,0,0,1,1.0,1,2498.25
0,0.292337,52,0,0.091066,11485.0,3,0,1,0,1.0,0,5742.5
0,0.111746,70,0,0.073449,6172.0,9,0,2,0,0.0,0,6172.0
0,0.583347,62,0,0.272664,5150.0,8,0,1,0,1.0,0,2575.0
1,0.027874,51,0,1.164464,12126.0,8,0,0,0,0.0,0,12126.0
0,0.148721,55,0,0.322234,13561.0,12,0,1,0,2.0,0,4520.33
0,0.297638,56,0,0.042126,1620.0,8,0,1,0,0.0,0,1620.0
0,0.199744,57,0,0.484007,2557.0,8,0,0,1,4.0,1,511.4
1,0.25282,26,0,4.659877,4996.5,7,0,0,0,2.0,0,1665.5
0,0.327891,47,0,2.503301,5317.0,6,0,4,0,0.0,0,5317.0
0,0.091737,31,0,0.104,4996.5,8,0,2,0,2.0,0,1665.5
0,0.420202,69,0,0.588364,6956.0,9,0,0,0,0.0,0,6956.0
0,0.524133,51,0,0.377421,4996.5,5,0,0,0,0.0,0,4996.5
0,0.2549,49,1,0.44955,4996.5,9,0,1,1,1.0,2,2498.25
0,0.434144,64,5,1.058221,7809.0,7,0,1,0,0.0,5,7809.0
0,1.0,57,0,0.450309,2485.0,9,0,0,0,0.0,0,2485.0
0,0.034437,36,0,3.138022,4368.0,13,0,2,0,0.0,0,4368.0
0,0.503631,51,0,0.108808,4627.0,11,0,2,0,0.0,0,4627.0
1,0.329363,47,0,1.454154,7418.0,6,0,0,0,0.0,0,7418.0
0,0.290993,27,0,2.025571,4996.5,4,0,0,0,1.0,0,2498.25
0,0.146154,42,3,0.434431,25344.0,12,0,1,0,1.0,3,12672.0
0,0.10724,49,0,0.813378,3397.0,12,0,1,5,0.0,5,3397.0
0,0.688182,50,3,9.673021,6686.0,5,0,0,0,1.0,3,3343.0
0,0.200431,31,0,0.629619,32330.0,10,2,0,0,0.0,2,32330.0
0,0.071086,68,0,1.580825,3077.0,10,0,1,0,2.0,0,1025.67
0,0.368134,50,0,1.957612,5519.0,7,0,0,0,0.0,0,5519.0
1,0.168561,52,2,0.164249,4996.5,10,0,0,0,0.0,2,4996.5
0,0.257339,57,0,10.0,5248.0,8,0,1,0,0.0,0,5248.0
0,0.269118,40,0,0.453464,2632.0,8,0,1,0,1.0,0,1316.0
0,0.227913,58,0,0.48622,11355.0,6,0,0,0,1.0,0,5677.5
0,0.273174,46,1,1.313848,5529.0,6,0,1,0,0.0,1,5529.0
0,0.085826,39,2,0.732893,2325.0,3,2,1,0,2.0,4,775.0
0,0.350357,60,1,0.402702,9628.0,10,0,0,0,3.0,1,2407.0
0,0.136017,72,0,1.342135,5674.0,7,0,3,0,0.0,0,5674.0
0,0.13269,62,0,0.128737,10532.0,3,0,1,0,0.0,0,10532.0
1,0.162168,64,0,3.731579,4996.5,6,0,0,0,2.0,0,1665.5
0,0.138162,44,0,0.942472,6601.0,10,0,1,0,2.0,0,2200.33
0,0.413099,29,0,1.23095,4996.5,12,0,2,0,0.0,0,4996.5
0,0.384788,72,1,0.39602,3502.0,11,0,0,0,1.0,1,1751.0
0,0.167293,80,0,0.316452,1795.0,10,0,2,0,2.0,0,598.33
0,0.235466,73,0,0.140419,4753.0,1,0,0,0,1.0,0,2376.5
0,0.297014,47,2,1.504086,13127.0,8,0,2,0,0.0,2,13127.0
0,0.337429,35,1,0.087586,12097.0,6,0,0,0,1.0,1,6048.5
0,0.198223,37,0,0.784709,3488.0,4,0,2,0,3.0,0,872.0
0,0.186987,28,0,0.327741,1760.0,9,0,3,0,1.0,0,880.0
0,0.240683,50,0,0.790069,4996.5,8,0,1,0,0.0,0,4996.5
0,0.274051,74,1,0.201608,4996.5,9,0,1,0,1.0,1,2498.25
0,0.112025,50,0,2.704596,7024.0,10,0,2,5,0.0,5,7024.0
0,0.323135,56,0,0.179594,4518.0,7,0,0,0,0.0,0,4518.0
0,0.08179,71,0,0.019364,2690.0,8,3,0,2,2.0,5,896.67
0,0.221003,46,0,0.403856,11889.0,9,0,1,0,0.0,0,11889.0
0,0.390513,80,0,0.206278,5499.0,8,0,0,0,2.0,0,1833.0
0,0.399606,79,0,0.447127,6962.0,9,0,1,1,1.0,1,3481.0
0,0.158381,50,0,0.22411,1236.0,7,0,1,0,0.0,0,1236.0
0,0.085485,43,2,0.807643,706.0,8,0,2,0,1.0,2,353.0
0,0.252111,61,0,0.118853,1556.0,6,0,1,0,0.0,0,1556.0
0,0.506639,47,0,0.609362,3346.0,5,0,0,0,1.0,0,1673.0
0,0.04978,35,0,0.417797,7793.0,12,0,0,0,1.0,0,3896.5
0,0.192701,69,0,0.190882,754.0,4,0,0,0,0.0,0,754.0
0,1.0,69,0,0.148575,17575.0,7,0,1,0,0.0,0,17575.0
0,0.412896,54,0,3.051967,5633.0,8,0,3,0,0.0,0,5633.0
0,0.313743,34,0,0.130357,14592.0,8,0,0,0,1.0,0,7296.0
0,0.274075,34,0,0.242217,2419.0,10,0,0,0,1.0,0,1209.5
0,0.342128,53,0,2.43376,7354.0,3,2,0,0,1.0,2,3677.0
0,0.67403,45,0,0.712182,4996.5,4,0,3,2,0.0,2,4996.5
0,0.219103,47,0,0.800235,4996.5,5,0,2,0,1.0,0,2498.25
0,0.105357,66,0,0.219344,4076.0,12,0,0,0,0.0,0,4076.0
0,0.244597,62,0,0.475597,7176.0,5,0,3,0,0.0,0,7176.0
0,0.599526,71,1,7.166627,11869.0,8,0,1,0,1.0,1,5934.5
0,0.102226,38,0,2.247381,2919.0,8,0,1,3,0.0,3,2919.0
0,1.0,47,0,0.171781,4996.5,8,0,2,0,0.0,0,4996.5
0,0.119609,62,0,0.394438,1085.0,5,0,0,0,1.0,0,542.5
0,0.062779,58,0,0.026495,8621.0,5,0,0,0,0.0,0,8621.0
0,0.089056,73,0,1.40281,23475.0,9,0,1,0,1.0,0,11737.5
0,0.346324,57,1,0.16898,4996.5,3,0,1,0,0.0,1,4996.5
0,0.199667,77,4,1.05638,4568.0,3,0,0,0,1.0,4,2284.0
0,0.33605,59,1,0.592206,9940.0,6,0,1,0,1.0,1,4970.0
0,0.397034,66,0,0.372836,5039.0,8,2,2,0,1.0,2,2519.5
0,0.126089,47,0,0.452386,5608.0,7,0,0,0,0.0,0,5608.0
0,0.304554,52,0,0.452676,3594.0,6,0,1,0,1.0,0,1797.0
1,0.360723,64,5,0.152348,3489.0,9,0,1,0,0.0,5,3489.0
0,0.567789,74,0,1.680392,4585.0,8,0,1,0,0.0,0,4585.0
0,0.608273,62,0,0.646929,5081.0,5,0,0,0,2.0,0,1693.67
0,0.034401,50,0,2.68396,4996.5,6,0,0,0,1.0,0,2498.25
0,0.422488,71,4,0.089085,4661.0,9,0,1,0,0.0,4,4661.0
0,0.419227,21,0,1.930121,17237.0,6,0,1,0,0.0,0,17237.0
0,0.216274,32,0,0.309225,3514.0,5,0,0,0,0.0,0,3514.0
0,0.254248,61,0,0.351487,1826.0,6,0,0,0,0.0,0,1826.0
0,0.23549,52,0,2.076552,4354.0,5,0,1,0,0.0,0,4354.0
0,1.0,60,0,2.333873,4996.5,11,0,1,0,0.0,0,4996.5
0,0.336833,52,0,3.739609,1684.0,3,0,0,3,0.0,3,1684.0
0,0.235073,59,0,0.578479,5493.0,7,0,1,0,2.0,0,1831.0
0,0.145126,40,0,0.443316,2784.0,6,0,2,0,3.0,0,696.0
0,0.187779,59,4,3.128346,4996.5,3,0,0,0,0.0,4,4996.5
0,0.231158,65,0,1.367651,5556.0,8,0,2,0,0.0,0,5556.0
0,0.297184,69,0,0.817285,1441.0,8,2,0,0,0.0,2,1441.0
0,0.473278,80,0,0.051833,1220.0,8,0,0,0,0.0,0,1220.0
0,0.567351,55,0,0.410896,4996.5,11,0,1,0,0.0,0,4996.5
0,0.167688,55,0,0.358586,1048.0,6,0,0,0,1.0,0,524.0
0,0.13902,30,2,0.441244,2249.0,10,0,2,0,0.0,2,2249.0
0,1.0,44,0,0.231568,4996.5,9,0,0,0,3.0,0,1249.12
0,0.333393,49,0,0.377414,3331.0,7,0,1,0,2.0,0,1110.33
0,0.295028,66,0,3.567669,6921.0,8,0,2,0,1.0,0,3460.5
0,0.361222,43,0,1.865827,5376.0,13,3,0,0,0.0,3,5376.0
0,0.37765,63,2,1.048807,33306.0,6,0,2,0,1.0,2,16653.0
1,0.042069,51,0,0.912126,4996.5,8,0,0,0,0.0,0,4996.5
0,0.21316,49,0,0.178431,2333.0,8,0,2,0,1.0,0,1166.5
0,0.083889,55,0,1.143487,1886.0,9,0,1,0,0.0,0,1886.0
0,0.151943,46,1,1.187011,42845.0,3,0,2,0,2.0,1,14281.67
0,0.197445,45,0,0.612219,11499.0,10,0,0,0,1.0,0,5749.5
0,0.048015,28,0,0.131444,7875.0,9,0,0,0,0.0,0,7875.0
0,0.182631,48,0,3.4059,5218.0,11,0,2,0,0.0,0,5218.0
0,0.328602,45,1,0.510942,6116.0,5,2,3,0,1.0,3,3058.0
1,0.202775,44,0,0.996682,1501.0,6,0,0,0,0.0,0,1501.0
0,0.160137,57,0,1.607394,5572.0,6,0,2,0,3.0,0,1393.0
0,0.337409,61,0,0.100459,5202.0,7,0,1,0,1.0,0,2601.0
0,0.451103,55,0,3.769263,2384.0,10,0,1,0,2.0,0,794.67
0,0.428942,65,0,0.131069,3194.0,8,0,4,0,0.0,0,3194.0
0,0.176307,60,0,0.508702,16516.0,10,0,0,0,0.0,0,16516.0
0,0.296026,47,0,3.492492,4446.0,9,0,1,0,2.0,0,1482.0
0,0.370589,45,0,0.14012,25769.0,9,1,1,0,0.0,1,25769.0
0,0.182881,56,0,0.408396,1221.0,12,0,2,0,0.0,0,1221.0
0,0.303356,60,0,1.614669,3236.0,12,0,1,0,0.0,0,3236.0
0,0.455127,71,1,2.741167,4996.5,9,0,1,0,1.0,1,2498.25
0,0.293649,68,0,0.124137,1867.0,8,0,0,0,0.0,0,1867.0
0,0.424659,44,0,0.164318,2533.0,6,0,0,0,2.0,0,844.33
0,0.169256,50,0,0.467098,6324.0,10,0,1,0,1.0,0,3162.0
0,0.20587,61,0,1.266754,6084.0,10,0,1,0,2.0,0,2028.0
0,0.335582,66,0,0.507172,2854.0,10,1,1,0,1.0,1,1427.0
0,0.318562,65,2,0.612512,826.0,9,0,1,0,1.0,2,413.0
0,0.36152,51,3,0.492977,16028.0,4,0,4,0,1.0,3,8014.0
0,0.126035,34,0,0.715678,3910.0,8,0,1,0,1.0,0,1955.0
0,0.460398,38,1,0.916722,2012.0,10,0,1,0,1.0,1,1006.0
0,0.090009,55,0,1.187317,6123.0,7,0,1,0,1.0,0,3061.5
0,0.232763,56,0,4.131326,5788.0,2,0,1,0,0.0,0,5788.0
0,0.464085,36,0,0.936456,3796.0,10,0,3,0,1.0,0,1898.0
0,0.6726,52,0,1.343065,5534.0,6,0,0,0,1.0,0,2767.0
0,0.069204,60,0,1.529432,1950.0,5,0,5,0,0.0,0,1950.0
